id,case_id,number_of_paper,title,activity,created_at,updated_at,aktor
2655,306,0,"Assessment of Environmental Contamination Pollution using Physicochemical Properties and Pollution Indices in Cimande River Sediment, West Java",Abstract was uploaded (Administrator),2022-10-04 10:14:27,2022-10-04 03:14:27,
2656,307,0,Weighting Criteria Using Triangular Fuzzy Analytical Hierarchy Process (TF-AHP) Method with Modified Fuzzy Synthetic Extent,Abstract was uploaded (Administrator),2022-10-04 10:28:32,2022-10-04 03:28:32,
2657,305,0,Synthesis and Characterization of Bismuth Oxide/Commercial Activated Carbon/Graphite Composites as Battery Anodes,Abstract Acceptance was Changed to Yes,2022-10-04 16:28:55,2022-10-04 09:28:55,Administrator
2658,305,0,Synthesis and Characterization of Bismuth Oxide/Commercial Activated Carbon/Graphite Composites as Battery Anodes,Abstract Progress 1 was Changed to Passed,2022-10-04 16:28:55,2022-10-04 09:28:55,Administrator
2659,305,0,Synthesis and Characterization of Bismuth Oxide/Commercial Activated Carbon/Graphite Composites as Battery Anodes,Abstract Progress 2 was Changed to Passed,2022-10-04 16:28:55,2022-10-04 09:28:55,Administrator
2660,306,0,"Assessment of Environmental Contamination Pollution using Physicochemical Properties and Pollution Indices in Cimande River Sediment, West Java",Abstract Acceptance was Changed to Yes,2022-10-04 16:30:18,2022-10-04 09:30:18,Administrator
2661,306,0,"Assessment of Environmental Contamination Pollution using Physicochemical Properties and Pollution Indices in Cimande River Sediment, West Java",Abstract Progress 1 was Changed to Passed,2022-10-04 16:30:18,2022-10-04 09:30:18,Administrator
2662,306,0,"Assessment of Environmental Contamination Pollution using Physicochemical Properties and Pollution Indices in Cimande River Sediment, West Java",Abstract Progress 2 was Changed to Passed,2022-10-04 16:30:18,2022-10-04 09:30:18,Administrator
2663,307,0,Weighting Criteria Using Triangular Fuzzy Analytical Hierarchy Process (TF-AHP) Method with Modified Fuzzy Synthetic Extent,Abstract Acceptance was Changed to Yes,2022-10-04 16:31:30,2022-10-04 09:31:30,Administrator
2664,307,0,Weighting Criteria Using Triangular Fuzzy Analytical Hierarchy Process (TF-AHP) Method with Modified Fuzzy Synthetic Extent,Abstract Progress 1 was Changed to Passed,2022-10-04 16:31:30,2022-10-04 09:31:30,Administrator
2665,307,0,Weighting Criteria Using Triangular Fuzzy Analytical Hierarchy Process (TF-AHP) Method with Modified Fuzzy Synthetic Extent,Abstract Progress 2 was Changed to Passed,2022-10-04 16:31:30,2022-10-04 09:31:30,Administrator
2666,308,0,Fuzzy Time Series-Markov Chain Forecasting with Particle Swarm Optimization Algorithm,Abstract was uploaded (Administrator),2022-10-05 07:33:07,2022-10-05 00:33:07,
2667,309,0,A Classification Model With Fuzzy Logic Approach In Predicting Netflix Stock Price Using Exponential Regression,Abstract was uploaded (Administrator),2022-10-05 07:35:40,2022-10-05 00:35:40,
2668,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Abstract was uploaded (Administrator),2022-10-05 09:12:32,2022-10-05 02:12:32,
2669,309,0,A Classification Model With Fuzzy Logic Approach In Predicting Netflix Stock Price Using Exponential Regression,Abstract Acceptance was Changed to Yes,2022-10-06 10:47:05,2022-10-06 03:47:05,Administrator
2670,309,0,A Classification Model With Fuzzy Logic Approach In Predicting Netflix Stock Price Using Exponential Regression,Abstract Progress 1 was Changed to Passed,2022-10-06 10:47:05,2022-10-06 03:47:05,Administrator
2671,309,0,A Classification Model With Fuzzy Logic Approach In Predicting Netflix Stock Price Using Exponential Regression,Abstract Progress 2 was Changed to Passed,2022-10-06 10:47:05,2022-10-06 03:47:05,Administrator
2672,308,0,Fuzzy Time Series-Markov Chain Forecasting with Particle Swarm Optimization Algorithm,Abstract Acceptance was Changed to Yes,2022-10-06 10:48:36,2022-10-06 03:48:36,Administrator
2673,308,0,Fuzzy Time Series-Markov Chain Forecasting with Particle Swarm Optimization Algorithm,Abstract Progress 1 was Changed to Passed,2022-10-06 10:48:36,2022-10-06 03:48:36,Administrator
2674,308,0,Fuzzy Time Series-Markov Chain Forecasting with Particle Swarm Optimization Algorithm,Abstract Progress 2 was Changed to Passed,2022-10-06 10:48:36,2022-10-06 03:48:36,Administrator
2675,266,0,Implementation,Abstract revision was uploaded,2022-10-06 12:25:52,2022-10-06 05:25:52,Trimono
2676,280,0,Comparison,Abstract revision was uploaded,2022-10-06 15:35:13,2022-10-06 08:35:13,Trimono
2677,266,0,Implementation of Stochastic Volatility Model for risk assessment on Indonesian Stock Exchange,Abstract Revised was uploaded,2022-10-07 16:02:53,2022-10-07 09:02:53,Administrator
2678,280,0,Comparison between Value at Risk and Adjusted Expected Shortfall: A Numerical Analysis,Abstract Revised was uploaded,2022-10-07 16:03:13,2022-10-07 09:03:13,Administrator
2679,244,0,High-Order,Abstract revision was uploaded,2022-10-09 13:09:16,2022-10-09 06:09:16,Muhammad Habibur Rahman
2680,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Abstract Acceptance was Changed to Yes,2022-10-09 23:58:32,2022-10-09 16:58:32,Administrator
2681,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Abstract Progress 1 was Changed to Passed,2022-10-09 23:58:32,2022-10-09 16:58:32,Administrator
2682,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Abstract Progress 2 was Changed to Passed,2022-10-09 23:58:32,2022-10-09 16:58:32,Administrator
2683,208,0,Implementation of K-Nearest Neighbor for Classification on Water Potabillity with Imputation and Deletion as Missing Data Handling Process,Plagiarism was uploaded,2022-10-10 09:24:59,2022-10-10 02:24:59,Rizky Ramadhan
2684,254,0,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Plagiarism was uploaded,2022-10-11 13:58:00,2022-10-11 06:58:00,Muhammad Farid Azri
2685,258,0,"STABILITY ANALYSIS OF THE SVEIAQR MODEL OF THE SPREAD OF COVID-19 IN BANTEN, INDONESIA",Plagiarism was uploaded,2022-10-11 20:07:54,2022-10-11 13:07:54,Mira Oktafiana
2686,277,0,Enhanced visible light photodegradation of ciprofloxacin using Bi2O3/C-dots,Plagiarism was uploaded,2022-10-12 20:05:50,2022-10-12 13:05:50,HERI SUTANTO
2687,277,0,Enhanced visible light photodegradation of ciprofloxacin using Bi2O3/C-dots,Plagiarism was uploaded,2022-10-12 20:12:54,2022-10-12 13:12:54,HERI SUTANTO
2688,256,0,Study of Light Pollution Characteristics in Berau with Sky ‎Quality Meter,Plagiarism was uploaded,2022-10-12 21:15:54,2022-10-12 14:15:54,Rahmatul Bayyinah
2689,226,0,Report on Possible Contaminant Microbes on Chlorophyceae Cultures using TufA Marker Gene,Plagiarism was uploaded,2022-10-12 23:08:08,2022-10-12 16:08:08,Anis Afifah
2690,224,0,"Antibacterial Activity of Patchouli Oil (Pogostemon cablin Benth.), Clove Oil (Syzygium aromaticum), and Lemongrass Oil (Cymbopogon citratus) Against Escherichia coli and Bacillus subtilis",Plagiarism was uploaded,2022-10-12 23:08:40,2022-10-12 16:08:40,Anis Afifah
2691,285,0,Integration of Six Sigma and Association Rule for Customer Complaint Provider by.U on Google Play Store Site,Plagiarism was uploaded,2022-10-14 12:03:51,2022-10-14 05:03:51,Nesti Christin Putri Daeli
2692,286,0,Chi-Square Feature Selection and Multinomial Naïve Bayes Algorithm for Tokopedia Customer Satisfaction Sentiment Analysis,Plagiarism was uploaded,2022-10-16 09:16:57,2022-10-16 02:16:57,Tri Ernayanti
2693,233,0,Text,Full Paper was uploaded,2022-10-17 13:14:44,2022-10-17 06:14:44,Ahmad Abdul Chamid
2694,212,0,Application,Abstract revision was uploaded,2022-10-17 14:14:36,2022-10-17 07:14:36,Erma Prihastanti
2695,212,0,Application,Full Paper was uploaded,2022-10-17 14:15:18,2022-10-17 07:15:18,Erma Prihastanti
2696,196,0,babababaabbaabab,Abstract Acceptance was Changed to Yes,2022-10-17 14:18:10,2022-10-17 07:18:10,Administrator
2697,196,0,babababaabbaabab,Abstract Progress 1 was Changed to Passed,2022-10-17 14:18:10,2022-10-17 07:18:10,Administrator
2698,196,0,babababaabbaabab,Abstract Progress 2 was Changed to Passed,2022-10-17 14:18:10,2022-10-17 07:18:10,Administrator
2699,212,0,Application of Plant Growth Regulator (PGR) and Vitamin B1 on Root and Leave Tissue Growth of Rhizophora mucronata Lamk.,Plagiarism was uploaded,2022-10-17 14:20:11,2022-10-17 07:20:11,Erma Prihastanti
2700,196,0,babababaabbaabab,Full Paper was uploaded,2022-10-17 14:21:48,2022-10-17 07:21:48,Moch. Fandi Ansori
2701,196,0,babababaabbaabab,Presentation was uploaded,2022-10-17 14:22:50,2022-10-17 07:22:50,Moch. Fandi Ansori
2702,213,0,The,Full Paper was uploaded,2022-10-17 14:40:35,2022-10-17 07:40:35,Erma Prihastanti
2703,233,0,Text,Presentation was uploaded,2022-10-17 15:31:08,2022-10-17 08:31:08,Ahmad Abdul Chamid
2704,233,0,Text,Video Link set,2022-10-17 15:34:07,2022-10-17 08:34:07,Ahmad Abdul Chamid
2705,263,0,Controllability,Full Paper was uploaded,2022-10-17 16:15:04,2022-10-17 09:15:04,R. Heru Tjahjana
2706,263,0,Controllability of The Nonlinear Smoking Model ,Plagiarism was uploaded,2022-10-17 16:15:52,2022-10-17 09:15:52,R. Heru Tjahjana
2707,263,0,Controllability,Presentation was uploaded,2022-10-17 16:16:39,2022-10-17 09:16:39,R. Heru Tjahjana
2708,266,0,Implementation,Full Paper was uploaded,2022-10-17 19:45:50,2022-10-17 12:45:50,Trimono
2709,266,0,Implementation of Stochastic Volatility Model for risk assessment on Indonesian Stock Exchange,Plagiarism was uploaded,2022-10-17 19:46:26,2022-10-17 12:46:26,Trimono
2710,239,0,Optimization,Full Paper was uploaded,2022-10-17 22:21:50,2022-10-17 15:21:50,Fajar Arianto
2711,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2022-10-17 22:22:04,2022-10-17 15:22:04,Fajar Arianto
2712,254,0,Development,Full Paper was uploaded,2022-10-18 01:19:59,2022-10-17 18:19:59,Muhammad Farid Azri
2713,254,0,Development,Video Link set,2022-10-18 01:24:36,2022-10-17 18:24:36,Muhammad Farid Azri
2714,240,0,Characterization,Full Paper was uploaded,2022-10-18 05:06:17,2022-10-17 22:06:17,Fajar Arianto
2715,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2022-10-18 05:06:35,2022-10-17 22:06:35,Fajar Arianto
2716,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Plagiarism was uploaded,2022-10-18 06:10:51,2022-10-17 23:10:51,Anis Afifah
2717,225,0,Growth,Full Paper was uploaded,2022-10-18 06:11:11,2022-10-17 23:11:11,Anis Afifah
2718,230,0,Identification,Full Paper was uploaded,2022-10-18 06:13:03,2022-10-17 23:13:03,Bibit Waluyo Aji
2719,235,0,Bonferoni,Full Paper was uploaded,2022-10-18 06:32:12,2022-10-17 23:32:12,Bibit Waluyo Aji
2720,263,0,Controllability,Video Link set,2022-10-18 07:25:54,2022-10-18 00:25:54,R. Heru Tjahjana
2721,222,0,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Plagiarism was uploaded,2022-10-18 09:21:58,2022-10-18 02:21:58,Azalia Puspa Herida
2722,238,0,A,Full Paper was uploaded,2022-10-18 09:29:15,2022-10-18 02:29:15,Muhammad Imam Surya
2723,210,0,Covid-19,Full Paper was uploaded,2022-10-18 09:32:32,2022-10-18 02:32:32,Sudarno
2724,211,0,Application,Full Paper was uploaded,2022-10-18 09:37:12,2022-10-18 02:37:12,Sudarno
2725,238,0,A,Presentation was uploaded,2022-10-18 09:45:59,2022-10-18 02:45:59,Muhammad Imam Surya
2726,231,0,Automatic,Presentation was uploaded,2022-10-18 09:56:16,2022-10-18 02:56:16,Catur Edi Widodo
2727,232,0,Automatic,Presentation was uploaded,2022-10-18 09:57:57,2022-10-18 02:57:57,Catur Edi Widodo
2728,238,0,A,Video Link set,2022-10-18 10:14:52,2022-10-18 03:14:52,Muhammad Imam Surya
2729,262,0,Henstock-Kurzweil Integral of The Approachable Function,Plagiarism was uploaded,2022-10-18 10:16:49,2022-10-18 03:16:49,Abdul Aziz
2730,262,0,Henstock-Kurzweil,Full Paper was uploaded,2022-10-18 10:17:18,2022-10-18 03:17:18,Abdul Aziz
2731,262,0,Henstock-Kurzweil,Presentation was uploaded,2022-10-18 10:18:50,2022-10-18 03:18:50,Abdul Aziz
2732,229,0,Impact,Full Paper was uploaded,2022-10-18 10:53:47,2022-10-18 03:53:47,Endah Dwi Hastuti
2733,229,0,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Plagiarism was uploaded,2022-10-18 11:02:19,2022-10-18 04:02:19,Endah Dwi Hastuti
2734,229,0,Impact,Presentation was uploaded,2022-10-18 11:04:42,2022-10-18 04:04:42,Endah Dwi Hastuti
2735,294,0,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Full Paper was uploaded,2022-10-18 12:07:18,2022-10-18 05:07:18,Administrator
2736,195,0,A,Full Paper was uploaded,2022-10-18 13:52:00,2022-10-18 06:52:00,Nova Dwi Rizki Rahmadawati
2737,241,0,Plant,Full Paper was uploaded,2022-10-18 14:29:44,2022-10-18 07:29:44,Muhamad Muhaimin
2738,241,0,Plant,Presentation was uploaded,2022-10-18 14:45:40,2022-10-18 07:45:40,Muhamad Muhaimin
2739,192,0,A,Full Paper was uploaded,2022-10-18 15:44:24,2022-10-18 08:44:24,Elisa Monika Nababan
2740,192,0,A prediction of asymmetric triglycerides of palm oil using natural light polarization,Plagiarism was uploaded,2022-10-18 15:44:44,2022-10-18 08:44:44,Elisa Monika Nababan
2741,195,0,A study of light polarization on motorcycle lubricant oil,Plagiarism was uploaded,2022-10-18 16:03:34,2022-10-18 09:03:34,Nova Dwi Rizki Rahmadawati
2742,244,0,High-Order Fuzzy Time Series and Firefly Clustering Algorithm for Forecasting Jakarta Composite Index (JKSE),Plagiarism was uploaded,2022-10-18 17:15:48,2022-10-18 10:15:48,Muhammad Habibur Rahman
2743,244,0,High-Order,Full Paper was uploaded,2022-10-18 17:59:44,2022-10-18 10:59:44,Muhammad Habibur Rahman
2744,213,0,The Effect of Packaging Materials on The Quality of Salak Pondoh (Salacca Zalacca (Gaertn.) Voss),Plagiarism was uploaded,2022-10-18 18:16:26,2022-10-18 11:16:26,Erma Prihastanti
2745,244,0,High-Order,Presentation was uploaded,2022-10-18 18:27:22,2022-10-18 11:27:22,Muhammad Habibur Rahman
2746,264,0,The,Full Paper was uploaded,2022-10-18 20:07:07,2022-10-18 13:07:07,Pepi Novianti
2747,231,0,Automatic,Full Paper was uploaded,2022-10-18 20:37:02,2022-10-18 13:37:02,Catur Edi Widodo
2748,232,0,Automatic,Full Paper was uploaded,2022-10-18 20:39:15,2022-10-18 13:39:15,Catur Edi Widodo
2749,243,0,Molecular,Full Paper was uploaded,2022-10-18 21:16:00,2022-10-18 14:16:00,Garinda Linggar Nasansia
2750,222,0,Phylogenetic,Full Paper was uploaded,2022-10-18 21:32:44,2022-10-18 14:32:44,Azalia Puspa Herida
2751,280,0,Comparison,Full Paper was uploaded,2022-10-18 21:52:42,2022-10-18 14:52:42,Trimono
2752,280,0,Comparison between Value at Risk and Adjusted Expected Shortfall: A Numerical Analysis,Plagiarism was uploaded,2022-10-18 21:53:10,2022-10-18 14:53:10,Trimono
2753,236,0,Analysis,Full Paper was uploaded,2022-10-18 22:27:22,2022-10-18 15:27:22,Bibit Waluyo Aji
2754,264,0,The,Presentation was uploaded,2022-10-18 22:30:55,2022-10-18 15:30:55,Pepi Novianti
2755,243,0,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Plagiarism was uploaded,2022-10-18 22:35:09,2022-10-18 15:35:09,Garinda Linggar Nasansia
2756,206,0,Design,Full Paper was uploaded,2022-10-18 22:54:18,2022-10-18 15:54:18,Daffa Mahendra
2757,206,0,Design of Antipodal Antenna Vivaldi for Microwave Imaging in Medical Application,Plagiarism was uploaded,2022-10-18 22:54:58,2022-10-18 15:54:58,Daffa Mahendra
2758,205,0,Design,Full Paper was uploaded,2022-10-18 23:00:25,2022-10-18 16:00:25,Randy Ivanal Hakim
2759,205,0,Design of Vivaldi Tapered Slot Antenna for Microwave Imaging in Medical Application,Plagiarism was uploaded,2022-10-18 23:00:37,2022-10-18 16:00:37,Randy Ivanal Hakim
2760,251,0,A,Full Paper was uploaded,2022-10-18 23:52:50,2022-10-18 16:52:50,Sera Budi Verinda
2761,224,0,Antibacterial,Presentation was uploaded,2022-10-19 00:04:03,2022-10-18 17:04:03,Anis Afifah
2762,226,0,Report,Presentation was uploaded,2022-10-19 00:20:24,2022-10-18 17:20:24,Anis Afifah
2763,299,0,Effectiveness Comparison of Wet Grinding Method and Sol-Gel Method to Synthesis ZnO Nanoparticle for Remazol Zellow Degradation,Plagiarism was uploaded,2022-10-19 01:59:40,2022-10-18 18:59:40,Mohammad Wahyu Andriyan
2764,210,0,Covid-19,Presentation was uploaded,2022-10-19 02:50:26,2022-10-18 19:50:26,Sudarno
2765,211,0,Application,Presentation was uploaded,2022-10-19 02:53:09,2022-10-18 19:53:09,Sudarno
2766,205,0,Design,Presentation was uploaded,2022-10-19 06:09:09,2022-10-18 23:09:09,Randy Ivanal Hakim
2767,286,0,Chi-Square,Presentation was uploaded,2022-10-19 06:58:44,2022-10-18 23:58:44,Tri Ernayanti
2768,285,0,Integration,Presentation was uploaded,2022-10-19 07:17:11,2022-10-19 00:17:11,Nesti Christin Putri Daeli
2769,244,0,High-Order,Video Link set,2022-10-19 07:36:45,2022-10-19 00:36:45,Muhammad Habibur Rahman
2770,192,0,A prediction of asymmetric triglycerides of palm oil using natural light polarization,Plagiarism was uploaded,2022-10-19 08:38:27,2022-10-19 01:38:27,Elisa Monika Nababan
2771,192,0,A,Presentation was uploaded,2022-10-19 08:48:04,2022-10-19 01:48:04,Elisa Monika Nababan
2772,195,0,A,Presentation was uploaded,2022-10-19 09:25:37,2022-10-19 02:25:37,Nova Dwi Rizki Rahmadawati
2773,257,0,Nonparametric,Presentation was uploaded,2022-10-19 10:31:00,2022-10-19 03:31:00,Tatik Widiharih
2774,206,0,Design,Presentation was uploaded,2022-10-19 10:33:41,2022-10-19 03:33:41,Daffa Mahendra
2775,275,0,Synthesis,Presentation was uploaded,2022-10-19 15:09:39,2022-10-19 08:09:39,Gunawan
2776,247,0,On,Presentation was uploaded,2022-10-19 15:48:03,2022-10-19 08:48:03,Deasynanda Rahma Setiandini
2777,256,0,Study,Abstract revision was uploaded,2022-10-19 17:12:04,2022-10-19 10:12:04,Rahmatul Bayyinah
2778,256,0,Study of Light Pollution Characteristics in Berau with Sky ‎Quality Meter,Plagiarism was uploaded,2022-10-19 17:31:01,2022-10-19 10:31:01,Rahmatul Bayyinah
2779,256,0,Study of Light Pollution Characteristics in Berau with Sky ‎Quality Meter,Plagiarism was uploaded,2022-10-19 19:16:17,2022-10-19 12:16:17,Rahmatul Bayyinah
2780,256,0,Study,Presentation was uploaded,2022-10-19 19:40:50,2022-10-19 12:40:50,Rahmatul Bayyinah
2781,230,0,Identification,Presentation was uploaded,2022-10-19 19:43:34,2022-10-19 12:43:34,Bibit Waluyo Aji
2782,235,0,Bonferoni,Presentation was uploaded,2022-10-19 19:48:34,2022-10-19 12:48:34,Bibit Waluyo Aji
2783,236,0,Analysis,Presentation was uploaded,2022-10-19 19:50:48,2022-10-19 12:50:48,Bibit Waluyo Aji
2784,266,0,Implementation,Presentation was uploaded,2022-10-19 22:06:34,2022-10-19 15:06:34,Trimono
2785,279,0,Linear,Presentation was uploaded,2022-10-19 22:07:02,2022-10-19 15:07:02,Aditya Prayugo Hariyanto
2786,258,0,STABILITY,Presentation was uploaded,2022-10-19 22:24:40,2022-10-19 15:24:40,Mira Oktafiana
2787,266,0,Implementation,Video Link set,2022-10-19 22:30:44,2022-10-19 15:30:44,Trimono
2788,262,0,Henstock-Kurzweil,Video Link set,2022-10-19 22:30:55,2022-10-19 15:30:55,Abdul Aziz
2789,280,0,Comparison,Video Link set,2022-10-19 22:51:50,2022-10-19 15:51:50,Trimono
2790,280,0,Comparison,Presentation was uploaded,2022-10-19 22:52:20,2022-10-19 15:52:20,Trimono
2791,243,0,Molecular,Presentation was uploaded,2022-10-19 23:07:07,2022-10-19 16:07:07,Garinda Linggar Nasansia
2792,222,0,Phylogenetic,Presentation was uploaded,2022-10-19 23:26:49,2022-10-19 16:26:49,Azalia Puspa Herida
2793,258,0,STABILITY,Full Paper was uploaded,2022-10-20 10:53:40,2022-10-20 03:53:40,Mira Oktafiana
2794,256,0,Study of Light Pollution Characteristics in Berau with Sky ‎Quality Meter,Plagiarism was uploaded,2022-10-20 11:53:22,2022-10-20 04:53:22,Rahmatul Bayyinah
2795,194,0,Digital,Full Paper was uploaded,2022-10-24 09:31:19,2022-10-24 02:31:19,Tiara Anggita
2796,234,0,Effect,Video Link set,2022-10-24 14:11:36,2022-10-24 07:11:36,Wulan Sari
2797,234,0,Effect of Activated Carbon and Lithium Titanate Ratio on Electrochemical Performance of Lithium Ion Battery Anodes,Plagiarism was uploaded,2022-10-24 14:12:49,2022-10-24 07:12:49,Wulan Sari
2798,234,0,Effect,Full Paper was uploaded,2022-10-24 14:14:39,2022-10-24 07:14:39,Wulan Sari
2799,234,0,Effect,Abstract revision was uploaded,2022-10-24 14:25:03,2022-10-24 07:25:03,Wulan Sari
2800,217,0,THE,Full Paper was uploaded,2022-10-25 11:27:43,2022-10-25 04:27:43,Zaenul Muhlisin
2801,299,0,Effectiveness,Full Paper was uploaded,2022-10-25 19:42:59,2022-10-25 12:42:59,Mohammad Wahyu Andriyan
2802,299,0,Effectiveness Comparison of Wet Grinding Method and Sol-Gel Method to Synthesis ZnO Nanoparticle for Remazol Zellow Degradation,Plagiarism was uploaded,2022-10-25 19:44:46,2022-10-25 12:44:46,Mohammad Wahyu Andriyan
2803,256,0,Study,Full Paper was uploaded,2022-10-30 12:32:12,2022-10-30 05:32:12,Rahmatul Bayyinah
2804,209,0,The,Full Paper was uploaded,2022-10-31 11:00:23,2022-10-31 04:00:23,Pardoyo
2805,209,0,The effect of aging time on xerogel silica-peg6000 from geothermal waste for methylene blue adsorption,Plagiarism was uploaded,2022-10-31 11:01:31,2022-10-31 04:01:31,Pardoyo
2806,279,0,Linear,Full Paper was uploaded,2022-10-31 13:22:12,2022-10-31 06:22:12,Aditya Prayugo Hariyanto
2807,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Plagiarism was uploaded,2022-10-31 23:26:38,2022-10-31 16:26:38,Rizwan Arisandi
2808,310,0,Survival,Full Paper was uploaded,2022-10-31 23:32:31,2022-10-31 16:32:31,Rizwan Arisandi
2809,217,0,THE EFFECT OF NEGATIVE CORONA PLASMA RADIATION AT ATMOSPHERIC CONDITIONS ON ORGANIC SILK FABRIC GRADUATELY AND CONTINUOUSLY,Plagiarism was uploaded,2022-11-01 05:16:50,2022-10-31 22:16:50,Zaenul Muhlisin
2810,275,0,Synthesis of Membrane from Styrofoam Waste with TiO2 Filler and its Application as a Proton Exchange  Membrane Fuel Cell,Plagiarism was uploaded,2022-11-11 11:00:50,2022-11-11 04:00:50,Gunawan
2811,275,0,Synthesis,Full Paper was uploaded,2022-11-11 11:01:18,2022-11-11 04:01:18,Gunawan
2812,194,0,"Digital Analysis of Sentinel-2 Satellite Imagery for Depth Extraction in the Waters of Menjangan Besar Island, Karimunjawa",Plagiarism was uploaded,2022-11-13 10:44:15,2022-11-13 03:44:15,Tiara Anggita
2813,244,0, Time Series Forecasting of Crude Oil Price based on HighOrder Fuzzy Logical Relationship,Change Paper Title,2022-11-14 11:30:50,2022-11-14 04:30:50,Ratna.
2814,233,0,Text,Abstract revision was uploaded,2022-11-14 15:03:58,2022-11-14 08:03:58,Ahmad Abdul Chamid
2815,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Abstract was uploaded (Administrator),2022-11-18 14:17:35,2022-11-18 07:17:35,
2816,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Abstract Acceptance was Changed to Yes,2022-11-18 14:19:01,2022-11-18 07:19:01,Administrator
2817,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Abstract Progress 1 was Changed to Passed,2022-11-18 14:19:01,2022-11-18 07:19:01,Administrator
2818,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Abstract Progress 2 was Changed to Passed,2022-11-18 14:19:01,2022-11-18 07:19:01,Administrator
2819,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Full Paper was uploaded,2022-11-18 14:19:24,2022-11-18 07:19:24,Administrator
2820,194,0,"Digital Analysis of Sentinel-2 Satellite Imagery for Depth Extraction in the Waters of Menjangan Besar Island, Karimunjawa",Change Paper Category,2022-11-18 16:04:34,2022-11-18 09:04:34,Panji.
2821,259,0,Energy,Full Paper was uploaded,2022-11-21 23:09:10,2022-11-21 16:09:10,Marcelinus Christwardana
2822,259,0,Energy Harvesting Stacked System-Coupled Multiple Yeast Microbial Fuel Cells for Enhanced Power Density,Plagiarism was uploaded,2022-11-21 23:34:40,2022-11-21 16:34:40,Marcelinus Christwardana
2823,277,0,Enhanced,Full Paper was uploaded,2022-11-24 05:41:47,2022-11-23 22:41:47,HERI SUTANTO
2824,307,0,Weighting,Full Paper was uploaded,2022-11-24 11:24:01,2022-11-24 04:24:01,Bagus Kohar Aji
2825,307,0,Weighting Criteria Using Triangular Fuzzy Analytical Hierarchy Process (TF-AHP) Method with Modified Fuzzy Synthetic Extent,Plagiarism was uploaded,2022-11-24 11:25:41,2022-11-24 04:25:41,Bagus Kohar Aji
2826,309,0,A,Full Paper was uploaded,2022-11-25 08:17:42,2022-11-25 01:17:42,Nur Fitaqul Janah
2827,309,0,A Classification Model With Fuzzy Logic Approach In Predicting Netflix Stock Price Using Exponential Regression,Plagiarism was uploaded,2022-11-25 08:18:15,2022-11-25 01:18:15,Nur Fitaqul Janah
2828,308,0,Fuzzy,Full Paper was uploaded,2022-11-25 11:55:25,2022-11-25 04:55:25,Elvira Cintya Akbar
2829,219,0,Anti-Bacterial,Full Paper was uploaded,2022-11-26 15:53:08,2022-11-26 08:53:08,Philipus J. Patty
2830,226,0,Report,Full Paper was uploaded,2022-11-27 16:38:03,2022-11-27 09:38:03,Anis Afifah
2831,224,0,Antibacterial,Full Paper was uploaded,2022-11-27 16:39:02,2022-11-27 09:39:02,Anis Afifah
2832,247,0,On,Full Paper was uploaded,2022-11-29 10:59:16,2022-11-29 03:59:16,Deasynanda Rahma Setiandini
2833,247,0,On Edge Irregular Total k-Labeling of Sierpinski Star Graph,Plagiarism was uploaded,2022-11-29 11:18:30,2022-11-29 04:18:30,Deasynanda Rahma Setiandini
2834,228,0,Chance-constrained,Full Paper was uploaded,2022-11-30 17:57:11,2022-11-30 10:57:11,Sunarsih Sunarsih
2835,253,0,Evaluation,Full Paper was uploaded,2022-11-30 18:23:56,2022-11-30 11:23:56,Dinar Mutiara Kusumo Nugraheni
2836,253,0,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Plagiarism was uploaded,2022-11-30 18:28:19,2022-11-30 11:28:19,Dinar Mutiara Kusumo Nugraheni
